Name,Salary,Hand,Team,Position,Opp,Rank,Average,pOWN%,ContR,SalDiff,RankDiff,O/U,Line,Total,Movement,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,Points,Pt/$/K,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%,xL,LwOBA,,LISO,LK/9,xR,RwOBA,,RISO,RK/9,GP,SIERA,xFIP,HR/FB,xWOBA,xK/9,GB%,FB%
Chris Sale,$12.5K,L,BOS,SP,ATL,,,,,900,1,7.5,-245,4.66,-0.28,3,0.000,,0.000,1.20,6,0.272,,0.182,10.00,1,2.37,0.00,0.25,0.181,7.10,0.00,0.00,27.86,2.23,3,0.000,,0.000,1.50,6,0.282,,0.189,11.80,2,2.39,0.00,0.20,0.188,8.40,0.00,0.00,3,0.206,,-0.008,3.40,6,0.252,,0.165,14.10,4,1.81,0.00,0.19,0.237,10.50,0.00,0.00,3,0.236,,0.064,2.00,6,0.268,,0.166,12.00,41,1.70,0.00,0.20,0.257,8.70,0.00,0.00
Masahiro Tanaka,$8.4K,R,NYY,SP,LAA,,,,,500,-3,8.0,-165,4.5,-0.39,3,0.595,,0.667,0.00,6,0.000,,0.000,5.40,1,6.72,0.00,1.00,0.198,3.60,0.00,0.00,18.43,2.19,3,0.460,,0.400,0.00,6,0.212,,0.238,4.50,1,5.67,0.00,0.50,0.295,3.00,0.00,0.00,3,0.493,,0.387,1.30,6,0.221,,0.120,4.30,3,4.84,0.00,0.33,0.312,3.30,0.00,0.00,3,0.297,,0.180,4.60,6,0.317,,0.205,6.00,38,3.17,0.00,0.29,0.310,5.50,0.00,0.00
Jose Berrios,$7.6K,R,MIN,SP,@ SEA,,,,,-1100,4,8.0,-120,4.13,-0.05,4,0.000,,0.000,4.50,5,0.304,,0.251,5.60,1,2.26,0.00,0.20,0.169,5.10,0.00,0.00,16.45,2.16,4,0.045,,0.000,3.60,5,0.208,,0.114,7.80,2,1.81,0.00,0.14,0.136,5.90,0.00,0.00,4,0.260,,0.186,2.80,5,0.334,,0.228,4.30,5,4.04,0.00,0.24,0.301,3.60,0.00,0.00,4,0.314,,0.155,3.80,5,0.270,,0.138,5.20,35,3.39,0.00,0.17,0.290,4.60,0.00,0.00
James Shields,$5.3K,R,CHW,SP,@ DET,,,,,-1300,3,9.5,110,4.56,0.13,3,0.162,,0.000,5.10,6,0.340,,0.134,1.30,1,4.08,0.00,0.00,0.281,2.60,0.00,0.00,11.4,2.15,3,0.147,,0.000,5.70,6,0.307,,0.091,2.50,2,3.79,0.00,0.00,0.254,3.60,0.00,0.00,3,0.170,,0.051,4.70,6,0.278,,0.125,2.50,5,3.80,0.00,0.08,0.242,3.30,0.00,0.00,3,0.339,,0.206,3.50,6,0.309,,0.177,4.00,32,4.31,0.00,0.20,0.319,3.80,0.00,0.00
Jhoulys Chacin,$6.8K,R,MIL,SP,NYM,,,,,100,-1,9.0,-141,4.85,-0.02,4,0.279,,0.083,7.20,5,0.173,,0.000,3.60,1,3.97,0.00,0.00,0.220,5.20,0.00,0.00,14.33,2.11,4,0.240,,0.050,4.50,5,0.113,,0.000,5.20,2,3.28,0.00,0.00,0.169,4.90,0.00,0.00,4,0.288,,0.079,3.00,5,0.197,,0.139,4.60,5,3.95,0.00,0.08,0.237,3.90,0.00,0.00,4,0.339,,0.171,2.90,5,0.262,,0.109,5.00,41,4.21,0.00,0.16,0.296,4.10,0.00,0.00
Garrett Richards,$7.8K,R,LAA,SP,@ NYY,,,,,-600, ,8.0,148,3.5,-0.61,5,0.553,,0.428,1.80,4,0.269,,0.143,5.40,1,4.46,0.00,0.20,0.427,3.40,0.00,0.00,15.82,2.03,5,0.331,,0.200,1.50,4,0.259,,0.188,4.50,2,4.04,0.00,0.25,0.299,2.80,0.00,0.00,5,0.220,,0.077,3.50,4,0.278,,0.176,4.20,4,3.36,0.00,0.25,0.246,3.80,0.00,0.00,5,0.257,,0.142,6.00,4,0.273,,0.111,5.00,14,3.54,0.00,0.27,0.264,5.50,0.00,0.00
Blaine Hardy,$4.0K,L,DET,SP,CHW,,,,,-1500,-1,9.5,-124,4.94,0.37,2,0.176,,0.143,3.60,7,0.427,,0.142,3.60,1,4.66,0.00,0.00,0.371,3.60,0.00,0.00,8.1,2.03,2,0.355,,0.266,2.90,7,0.381,,0.071,4.90,3,4.64,0.00,0.10,0.375,4.50,0.00,0.00,2,0.304,,0.210,2.90,7,0.372,,0.157,5.10,6,4.41,0.00,0.13,0.357,4.60,0.00,0.00,2,0.315,,0.254,2.70,7,0.390,,0.164,6.80,39,4.13,0.00,0.18,0.373,5.90,0.00,0.00
German Marquez,$5.4K,R,COL,SP,CIN,,,,,-1400,4,12.5,-154,6.89,0.59,6,0.178,,0.215,2.60,3,0.221,,0.100,3.90,1,4.13,0.00,0.14,0.192,3.00,0.00,0.00,10.35,1.92,6,0.328,,0.240,2.20,3,0.168,,0.053,5.20,2,3.69,0.00,0.22,0.275,3.20,0.00,0.00,6,0.386,,0.217,4.00,3,0.294,,0.112,4.50,4,3.67,0.00,0.25,0.355,4.20,0.00,0.00,6,0.319,,0.135,3.70,3,0.350,,0.241,5.00,38,3.74,0.00,0.21,0.329,4.10,0.00,0.00
Stephen Strasburg,$13.4K,R,WAS,SP,@ MIA,,,,,3400,-2,7.5,-199,4.42,0.04,3,0.337,,0.375,5.80,6,0.373,,0.313,4.30,1,4.01,0.00,0.33,0.361,4.80,0.00,0.00,24.06,1.8,3,0.337,,0.375,5.80,6,0.373,,0.313,4.30,1,4.01,0.00,0.33,0.361,4.80,0.00,0.00,3,0.243,,0.100,6.50,6,0.324,,0.207,4.40,4,2.68,0.00,0.20,0.297,5.10,0.00,0.00,3,0.254,,0.126,5.70,6,0.255,,0.123,6.30,36,2.65,0.00,0.16,0.255,6.10,0.00,0.00
Cole Hamels,$9.2K,L,TEX,SP,KCR,,,,,600,-2,9.5,-195,5.57,0.24,2,0.000,,0.000,0.00,7,0.313,,0.273,9.00,1,3.36,0.00,0.50,0.243,7.00,0.00,0.00,16.58,1.8,2,0.000,,0.000,0.00,7,0.313,,0.273,9.00,1,3.36,0.00,0.50,0.243,7.00,0.00,0.00,2,0.261,,0.210,2.50,7,0.255,,0.102,10.00,3,3.45,0.00,0.21,0.256,8.30,0.00,0.00,2,0.236,,0.114,1.40,7,0.319,,0.180,6.40,32,4.10,0.00,0.21,0.301,5.30,0.00,0.00
J.A. Happ,$9.5K,L,TOR,SP,@ PHI,,,,,400,-1,7.5,-113,3.81,-0.13,1,0.231,,0.000,1.30,8,0.183,,0.000,5.10,1,4.41,0.00,0.00,0.188,4.70,0.00,0.00,17.04,1.79,1,0.174,,0.000,1.90,8,0.135,,0.027,7.70,2,2.42,0.00,0.00,0.139,7.10,0.00,0.00,1,0.197,,0.131,2.50,8,0.300,,0.141,6.80,5,3.33,0.00,0.19,0.289,6.30,0.00,0.00,1,0.217,,0.114,2.00,8,0.315,,0.151,8.00,34,3.34,0.00,0.20,0.304,7.30,0.00,0.00
Sergio Romo,$4.0K,R,TBR,SP,BAL,,,,,-1500,-1,8.0,-111,4.06, ,4,0.000,,0.000,0.00,5,0.318,,0.111,27.70,2,3.18,0.00,0.00,0.000,0.00,0.00,0.00,7.12,1.78,4,0.000,,0.000,0.00,5,0.219,,0.055,17.50,5,2.69,0.00,0.00,0.122,9.70,0.00,0.00,4,0.145,,0.000,4.10,5,0.298,,0.222,12.40,10,1.83,0.00,0.17,0.230,8.70,0.00,0.00,4,0.352,,0.168,3.20,5,0.274,,0.190,9.80,72,3.01,0.00,0.24,0.309,6.80,0.00,0.00
Gerrit Cole,$12.9K,R,HOU,SP,@ CLE,,,,,1100,1,8.0,-124,4.17,0.18,7,0.507,,0.500,3.00,2,0.196,,0.000,9.00,1,2.63,0.00,0.17,0.438,4.30,0.00,0.00,22.7,1.76,7,0.295,,0.198,4.90,2,0.353,,0.240,7.40,2,2.45,0.00,0.30,0.308,5.50,0.00,0.00,7,0.197,,0.083,6.70,2,0.274,,0.164,7.80,5,1.03,0.00,0.14,0.214,7.00,0.00,0.00,7,0.309,,0.186,5.00,2,0.281,,0.146,5.10,42,2.93,0.00,0.22,0.303,5.00,0.00,0.00
Zack Greinke,$11.8K,R,ARI,SP,@ OAK,,,,,2600,-2,8.0,-121,4.14,0.48,4,0.357,,0.375,3.00,5,0.322,,0.400,10.50,1,0.53,0.00,0.33,0.338,7.20,0.00,0.00,20.48,1.74,4,0.376,,0.333,3.00,5,0.231,,0.233,7.50,2,1.96,0.00,0.27,0.295,5.50,0.00,0.00,4,0.262,,0.174,4.50,5,0.250,,0.191,6.00,5,2.30,0.00,0.18,0.255,5.30,0.00,0.00,4,0.293,,0.147,4.70,5,0.274,,0.184,5.50,41,2.82,0.00,0.22,0.282,5.10,0.00,0.00
Zack Wheeler,$7.2K,R,NYM,SP,@ MIL,,,,, ,-1,9.0,127,4.15,0.02,4,0.292,,0.000,3.00,5,0.249,,0.053,10.50,1,2.11,0.00,0.00,0.268,7.20,0.00,0.00,12.07,1.68,4,0.431,,0.334,4.50,5,0.346,,0.138,9.90,2,2.15,0.00,0.29,0.384,7.50,0.00,0.00,4,0.375,,0.225,5.00,5,0.319,,0.091,6.70,5,3.12,0.00,0.29,0.344,5.90,0.00,0.00,4,0.352,,0.211,4.40,5,0.335,,0.136,4.60,25,3.89,0.00,0.26,0.343,4.50,0.00,0.00
Trevor Bauer,$11.7K,R,CLE,SP,HOU,,,,,2000,1,8.0,111,3.83,0.32,1,0.314,,0.000,1.50,8,0.296,,0.062,7.50,1,3.55,0.00,0.00,0.298,6.80,0.00,0.00,19.1,1.63,1,0.268,,0.000,1.90,8,0.209,,0.054,8.40,2,2.34,0.00,0.00,0.216,7.60,0.00,0.00,1,0.277,,0.065,4.50,8,0.262,,0.103,8.60,4,2.92,0.00,0.07,0.264,8.10,0.00,0.00,1,0.326,,0.177,5.00,8,0.295,,0.134,6.30,40,3.22,0.00,0.21,0.298,6.10,0.00,0.00
Miles Mikolas,$11.0K,R,STL,SP,@ PIT,,,,,1800, ,8.0,108,3.86,-0.07,5,0.222,,0.000,2.00,4,0.124,,0.000,7.00,1,2.65,0.00,0.00,0.178,4.20,0.00,0.00,17.43,1.58,5,0.365,,0.000,1.40,4,0.140,,0.000,6.10,2,3.74,0.00,0.00,0.265,3.50,0.00,0.00,5,0.307,,0.075,1.70,4,0.172,,0.021,4.80,4,4.23,0.00,0.09,0.247,3.10,0.00,0.00,5,0.302,,0.139,3.20,4,0.208,,0.076,4.60,8,3.75,0.00,0.18,0.260,3.90,0.00,0.00
Ty Blach,$5.5K,L,SFG,SP,@ CHC,,,,,-200,-4,10.0,162,4.24,4.24,3,0.350,,0.000,0.00,6,0.476,,0.153,2.20,1,6.44,0.00,0.00,0.434,1.50,0.00,0.00,8.32,1.51,3,0.379,,0.000,0.00,6,0.427,,0.192,2.20,2,6.11,0.00,0.17,0.411,1.50,0.00,0.00,3,0.379,,0.100,0.70,6,0.313,,0.124,3.20,5,5.26,0.00,0.10,0.335,2.40,0.00,0.00,3,0.267,,0.050,1.00,6,0.347,,0.177,3.20,44,5.20,0.00,0.15,0.320,2.50,0.00,0.00
Michael Foltynewicz,$8.8K,R,ATL,SP,@ BOS,,,,,500,-4,7.5,213,2.84,-0.22,6,0.573,,0.300,0.00,3,0.095,,0.077,7.50,1,3.99,0.00,0.17,0.414,2.50,0.00,0.00,12.13,1.38,6,0.413,,0.188,3.30,3,0.217,,0.077,9.00,2,3.11,0.00,0.17,0.348,5.20,0.00,0.00,6,0.409,,0.225,2.10,3,0.242,,0.037,7.70,4,3.76,0.00,0.10,0.353,4.00,0.00,0.00,6,0.360,,0.182,4.20,3,0.301,,0.140,5.10,38,3.77,0.00,0.17,0.340,4.50,0.00,0.00
Matt Harvey,$5.8K,R,CIN,SP,@ COL,,,,,100,-5,12.5,138,5.61,0.41,5,0.273,,0.250,4.50,4,0.157,,0.000,3.00,1,3.83,0.00,0.14,0.221,3.80,0.00,0.00,7.46,1.29,5,0.318,,0.318,6.30,4,0.322,,0.118,2.70,2,3.09,0.00,0.17,0.320,4.70,0.00,0.00,5,0.353,,0.361,4.80,4,0.251,,0.071,4.20,4,4.23,0.00,0.14,0.308,4.50,0.00,0.00,5,0.403,,0.291,3.10,4,0.318,,0.155,3.80,28,4.61,0.00,0.25,0.365,3.40,0.00,0.00
